Coords	Name	MIRNA	white_1_trimmed	white_2_trimmed	red_1_trimmed	red_2_trimmed	SRR1586419_trimmed	SRR1586420_trimmed	SRR1586421_trimmed	SRR1586422_trimmed	SRR1586423_trimmed	SRR1586424_trimmed	SRR1586425_trimmed	SRR1586426_trimmed
Fvb7:12538689-12539387	User_locus_9074	N	27	27	26	15	11	0	19	66	33	49	19	28
Fvb7:12539401-12539752	User_locus_9075	N	13	29	9	16	1	38	5	44	45	62	53	7
Fvb7:12539760-12540122	User_locus_9076	N	30	30	51	27	0	36	8	33	45	49	54	32
Fvb7:12567172-12567869	User_locus_9077	N	123	92	106	54	21	88	17	184	245	503	445	81
Fvb7:12612984-12613407	User_locus_9078	N	1	0	7	3	12	7	22	19	12	23	7	4
Fvb7:12623603-12623908	User_locus_9079	N	9	3	1	5	3	20	13	74	16	21	13	10
Fvb7:12679925-12680622	User_locus_9080	N	8	9	15	3	0	0	0	44	14	30	11	11
Fvb7:12685026-12685384	User_locus_9081	N	58	36	20	14	2	35	3	39	9	86	33	14
Fvb7:12688652-12688867	User_locus_9082	N	0	0	0	0	0	11	1	5	0	2	4	0
Fvb7:12716766-12717162	User_locus_9083	N	33	14	2	6	0	28	0	24	19	98	88	13
Fvb7:12774660-12775357	User_locus_9084	N	77	58	38	30	22	92	12	97	89	221	125	45
Fvb7:12834291-12834595	User_locus_9085	N	8	13	0	4	0	15	0	17	1	27	25	3
Fvb7:12877007-12877422	User_locus_9086	N	0	1	0	1	0	0	0	0	0	4	3	0
Fvb7:12879953-12880398	User_locus_9087	N	21	21	15	4	8	12	4	18	22	78	46	14
Fvb7:12880400-12880796	User_locus_9088	N	15	40	9	4	4	0	11	55	63	57	83	18
Fvb7:12885904-12886308	User_locus_9089	N	91	77	63	64	35	68	18	184	211	253	161	57
Fvb7:12903182-12903643	User_locus_9090	N	62	30	45	24	18	41	54	70	65	157	98	54
Fvb7:12907127-12907631	User_locus_9091	N	90	38	79	46	39	126	15	172	76	190	90	45
Fvb7:12924770-12925215	User_locus_9092	N	24	13	1	5	6	1	8	18	17	23	22	8
Fvb7:12927678-12928094	User_locus_9093	N	45	15	40	32	0	7	6	52	67	77	31	10
Fvb7:13026925-13027057	User_locus_9094	N	35	24	24	20	7	52	12	101	81	91	52	22
Fvb7:13094692-13095049	User_locus_9095	N	66	48	46	37	20	95	38	203	278	447	505	113
Fvb7:13099712-13100074	User_locus_9096	N	23	20	2	1	4	1	4	5	12	3	15	3
Fvb7:13108901-13109280	User_locus_9097	N	10	3	1	1	3	20	0	17	5	14	24	8
Fvb7:13126532-13126775	User_locus_9098	N	38	26	18	13	6	54	5	68	41	175	103	7
Fvb7:13134186-13134657	User_locus_9099	N	0	1	0	2	0	1	3	7	2	2	4	3
Fvb7:13134938-13135340	User_locus_9100	N	9	10	5	3	2	7	3	25	25	56	21	0
Fvb7:13136209-13136609	User_locus_9101	N	32	18	29	15	1	27	6	40	24	71	27	11
Fvb7:13160364-13160723	User_locus_9102	N	17	5	13	0	16	6	2	10	0	48	33	7
Fvb7:13174295-13174574	User_locus_9103	N	1	4	3	13	0	22	23	85	24	28	24	23
Fvb7:13220048-13220392	User_locus_9104	N	24	11	7	8	0	34	5	55	19	111	117	6
Fvb7:13238401-13239097	User_locus_9105	N	0	1	0	1	0	1	4	2	4	5	14	7
Fvb7:13244916-13245611	User_locus_9106	N	50	39	37	7	4	18	1	67	3	23	35	21
Fvb7:13256794-13257276	User_locus_9107	N	28	1	0	7	7	4	2	58	38	47	23	15
Fvb7:13322464-13323162	User_locus_9108	N	29	27	44	45	0	75	6	75	60	95	47	48
Fvb7:13333697-13334109	User_locus_9109	N	19	14	19	18	6	39	3	28	28	160	78	5
Fvb7:13344725-13345172	User_locus_9110	N	89	59	77	54	15	71	44	207	239	288	248	58
Fvb7:13395984-13396370	User_locus_9111	N	177	237	168	94	146	219	166	564	563	1379	731	134
Fvb7:13400749-13401446	User_locus_9112	N	70	72	75	49	31	130	20	135	91	202	91	24
Fvb7:13413509-13413833	User_locus_9113	N	6	2	4	3	0	4	0	25	6	15	25	11
Fvb7:13420095-13420393	User_locus_9114	N	83	69	27	20	65	398	17	188	141	338	289	78
Fvb7:13513433-13513949	User_locus_9115	N	68	34	6	13	11	41	3	46	68	67	34	40
Fvb7:13534011-13534435	User_locus_9116	N	2	6	0	0	0	7	0	4	9	2	9	3
Fvb7:13592591-13593030	User_locus_9117	N	3	18	21	0	0	0	3	19	10	41	18	3
Fvb7:13593495-13593697	User_locus_9118	N	23	13	3	4	5	7	2	17	49	13	15	8
Fvb7:13629095-13629275	User_locus_9119	N	11	10	4	4	0	0	3	5	2	20	2	2
Fvb7:13638198-13638351	User_locus_9120	N	0	0	0	0	0	1	0	0	0	1	0	0
Fvb7:13646171-13646606	User_locus_9121	N	2	3	5	0	0	7	2	12	17	18	22	5
Fvb7:13653871-13654321	User_locus_9122	N	51	11	21	26	13	88	16	143	48	136	51	28
Fvb7:13672670-13673061	User_locus_9123	N	14	23	28	8	0	45	7	90	13	38	37	0
Fvb7:13681219-13681583	User_locus_9124	N	11	7	3	3	0	7	0	19	14	25	12	6
Fvb7:13701565-13701949	User_locus_9125	N	14	6	6	8	3	21	3	33	4	21	32	4
Fvb7:13723744-13724428	User_locus_9126	N	14	13	5	8	1	10	5	36	10	23	20	2
Fvb7:13734038-13734733	User_locus_9127	N	4	7	7	2	1	30	3	76	23	70	64	2
Fvb7:13739677-13739801	User_locus_9128	N	4	1	0	1	0	2	0	4	7	5	3	0
Fvb7:13764112-13764496	User_locus_9129	N	222	206	78	28	100	685	232	581	314	516	206	75
Fvb7:13772091-13772512	User_locus_9130	N	28	23	17	24	0	2	5	36	76	115	76	2
Fvb7:13789167-13789579	User_locus_9131	N	27	9	17	7	0	22	30	96	31	42	37	8
Fvb7:13804134-13804544	User_locus_9132	N	42	65	36	32	13	55	15	88	63	61	29	17
Fvb7:13805059-13805280	User_locus_9133	N	5	1	3	1	0	1	0	7	1	6	2	2
Fvb7:13855613-13856124	User_locus_9134	N	96	64	72	35	29	47	10	123	104	109	53	39
Fvb7:13859663-13860091	User_locus_9135	N	19	1	68	6	8	10	2	8	2	56	6	7
Fvb7:13864928-13865245	User_locus_9136	N	0	0	0	0	0	1	0	0	0	0	0	0
Fvb7:13869822-13869972	User_locus_9137	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb7:13876862-13877115	User_locus_9138	N	220	160	164	108	61	293	35	312	166	534	669	115
Fvb7:13897278-13897711	User_locus_9139	N	7	1	2	0	0	8	0	3	5	14	9	1
Fvb7:13932378-13933076	User_locus_9140	N	8	5	8	5	0	2	0	13	6	14	9	6
Fvb7:13954925-13955215	User_locus_9141	N	128	70	99	51	27	132	6	91	64	285	196	32
Fvb7:14018807-14019248	User_locus_9142	N	28	26	9	2	1	23	24	61	38	95	74	25
Fvb7:14021566-14022092	User_locus_9143	N	86	67	174	91	50	84	130	120	107	139	62	32
Fvb7:14022158-14022537	User_locus_9144	N	117	141	216	150	31	71	92	199	209	182	64	40
Fvb7:14051396-14051799	User_locus_9145	N	96	82	153	77	9	50	19	162	149	231	109	82
Fvb7:14059845-14060182	User_locus_9146	N	0	0	1	0	0	0	1	12	1	1	8	1
Fvb7:14115749-14116447	User_locus_9147	N	5	3	0	1	0	2	0	13	6	12	3	1
Fvb7:14144843-14145250	User_locus_9148	N	161	169	142	63	40	31	49	128	128	363	180	22
Fvb7:14145342-14145972	User_locus_9149	N	23	19	14	16	0	16	5	13	3	35	23	8
Fvb7:14212080-14212539	User_locus_9150	N	1	1	0	1	0	2	0	1	1	3	14	0
Fvb7:14219048-14219438	User_locus_9151	N	69	41	16	15	11	61	3	69	38	133	106	17
Fvb7:14252496-14253149	User_locus_9152	N	0	0	0	0	1	0	1	4	2	1	1	2
Fvb7:14294727-14295155	User_locus_9153	N	42	33	11	16	3	57	12	55	62	160	99	19
Fvb7:14312528-14312997	User_locus_9154	N	4	2	0	0	1	11	6	30	22	45	29	10
Fvb7:14367593-14367771	User_locus_9155	N	8	3	5	8	3	10	0	3	3	6	0	3
Fvb7:14370377-14370763	User_locus_9156	N	140	133	65	63	15	159	46	376	357	469	309	140
Fvb7:14468288-14468629	User_locus_9157	N	17	14	5	2	1	6	0	18	8	15	21	13
Fvb7:14471503-14472190	User_locus_9158	N	18	1	9	2	0	3	0	24	3	15	20	6
Fvb7:14635046-14635463	User_locus_9159	N	16	14	9	2	16	0	0	12	42	13	13	5
Fvb7:14635478-14635887	User_locus_9160	N	26	38	7	13	0	0	18	39	88	54	33	7
Fvb7:14635894-14636249	User_locus_9161	N	20	12	9	18	3	19	35	80	78	58	51	8
Fvb7:14636343-14636676	User_locus_9162	N	19	0	1	16	3	1	7	6	14	12	42	0
Fvb7:14636681-14637146	User_locus_9163	N	8	13	2	5	1	2	4	26	23	9	9	5
Fvb7:14637151-14637485	User_locus_9164	N	4	0	0	0	0	1	0	4	3	2	0	0
Fvb7:14640480-14640962	User_locus_9165	N	0	3	0	0	0	1	4	13	2	19	11	0
Fvb7:14641582-14641856	User_locus_9166	N	10	20	6	0	7	4	16	32	11	31	1	1
Fvb7:14641883-14642293	User_locus_9167	N	9	14	3	0	1	1	26	95	25	33	5	0
Fvb7:14642298-14642684	User_locus_9168	N	15	9	0	0	1	1	1	9	2	13	5	1
Fvb7:14642692-14643115	User_locus_9169	N	19	7	2	6	4	23	3	14	12	62	45	13
Fvb7:14650678-14651098	User_locus_9170	N	9	2	2	6	4	31	0	11	23	84	29	3
Fvb7:14654086-14654784	User_locus_9171	N	1	2	0	0	0	1	0	4	1	5	3	2
Fvb7:14671516-14672214	User_locus_9172	N	12	16	20	13	10	9	35	32	12	92	23	33
Fvb7:14679037-14679439	User_locus_9173	N	165	175	151	101	50	307	43	215	114	403	185	63
Fvb7:14729704-14730065	User_locus_9174	N	144	106	86	38	27	182	11	190	94	137	260	79
Fvb7:14737494-14737911	User_locus_9175	N	52	8	36	19	4	33	21	98	34	71	66	14
Fvb7:14830132-14830789	User_locus_9176	N	13	15	6	2	6	30	6	39	18	13	17	9
Fvb7:14869842-14870271	User_locus_9177	N	13	15	6	7	5	10	11	51	32	78	67	17
Fvb7:14872027-14872219	User_locus_9178	N	6	17	29	6	5	0	1	64	37	25	25	12
Fvb7:14874992-14875456	User_locus_9179	N	34	23	8	19	1	24	3	55	47	36	13	8
Fvb7:15023432-15024029	User_locus_9180	N	20	12	4	8	0	34	0	2	2	16	4	10
Fvb7:15071837-15072307	User_locus_9181	N	10	8	6	4	5	4	0	34	8	56	29	1
Fvb7:15133661-15134259	User_locus_9182	N	6	3	0	0	1	30	0	4	9	31	24	9
Fvb7:15158619-15159234	User_locus_9183	N	18	8	4	7	4	9	1	2	2	15	2	0
Fvb7:15172823-15173265	User_locus_9184	N	3	0	3	2	0	4	13	22	3	16	15	14
Fvb7:15173272-15173677	User_locus_9185	N	54	35	38	20	7	45	15	60	33	103	59	18
Fvb7:15215526-15215974	User_locus_9186	N	39	0	0	0	0	0	0	0	0	1	22	26
Fvb7:15216001-15216403	User_locus_9187	N	2	0	1	0	0	2	0	0	25	9	0	0
Fvb7:15265655-15266001	User_locus_9188	N	60	27	32	12	8	39	5	36	18	101	64	14
Fvb7:15339699-15340284	User_locus_9189	N	35	10	10	12	2	0	0	21	7	41	25	6
Fvb7:15341483-15341653	User_locus_9190	N	3	4	0	1	0	1	0	3	6	28	11	0
Fvb7:15344168-15344812	User_locus_9191	N	19	10	10	5	6	23	2	13	3	44	32	6
Fvb7:15383092-15383479	User_locus_9192	N	154	160	134	89	13	130	69	358	710	393	182	108
Fvb7:15387023-15387479	User_locus_9193	N	62	41	24	25	20	61	7	98	59	119	50	23
Fvb7:15462005-15462463	User_locus_9194	N	22	13	156	117	6	46	0	20	10	12	35	8
Fvb7:15464894-15465309	User_locus_9195	N	87	88	888	553	6	143	46	140	361	886	253	82
Fvb7:15473053-15473241	User_locus_9196	N	12	20	10	5	5	34	1	14	8	17	17	7
Fvb7:15498213-15498594	User_locus_9197	N	6	8	4	5	8	16	1	9	3	25	18	3
Fvb7:15541396-15541735	User_locus_9198	N	116	112	79	61	11	67	74	227	149	115	54	11
Fvb7:15541740-15542126	User_locus_9199	N	17	8	14	6	3	4	6	26	18	43	21	7
Fvb7:15542162-15542514	User_locus_9200	N	94	93	76	41	0	43	53	236	178	189	82	81
Fvb7:15544357-15544728	User_locus_9201	N	4	2	0	13	5	0	50	47	85	42	10	6
Fvb7:15544496-15544973	User_locus_9202	N	39	19	13	18	9	9	68	116	111	103	48	10
Fvb7:15564561-15564937	User_locus_9203	N	15	10	17	6	4	20	6	31	29	34	25	21
Fvb7:15564944-15565362	User_locus_9204	N	31	25	48	15	4	27	7	71	78	150	64	22
Fvb7:15582802-15583005	User_locus_9205	N	1	2	0	0	0	0	0	0	1	0	0	0
Fvb7:15675131-15675669	User_locus_9206	N	12	13	2	3	4	24	3	15	3	26	38	3
Fvb7:15687129-15687557	User_locus_9207	N	39	7	18	2	12	21	5	60	61	64	22	13
Fvb7:15687627-15688325	User_locus_9208	N	7	6	9	8	1	7	2	6	2	10	8	6
Fvb7:15688424-15688822	User_locus_9209	N	37	30	354	158	1	4	16	71	92	102	19	35
Fvb7:15688838-15689511	User_locus_9211	N	678	680	1370	854	47	142	253	831	1231	713	203	56
Fvb7:15688858-15689149	User_locus_9210	N	193	185	386	222	10	38	42	214	207	123	29	15
Fvb7:15766124-15766563	User_locus_9212	N	178	85	46	14	11	82	41	160	84	247	245	54
Fvb7:15795631-15796328	User_locus_9213	N	7	3	6	17	7	19	9	14	7	18	27	5
Fvb7:15836562-15836947	User_locus_9214	N	27	33	9	11	59	261	22	313	64	133	108	38
Fvb7:15937652-15938201	User_locus_9215	N	21	17	10	6	9	18	17	84	144	125	65	21
Fvb7:16011011-16011291	User_locus_9216	N	1	1	2	0	0	0	0	0	6	11	9	2
Fvb7:16014756-16015236	User_locus_9217	N	13	15	5	0	1	48	5	37	16	54	15	14
Fvb7:16079957-16080655	User_locus_9218	N	9	2	9	0	0	4	0	3	18	4	0	3
Fvb7:16179982-16180654	User_locus_9219	N	100	96	100	86	42	81	28	82	71	70	26	9
Fvb7:16212607-16213095	User_locus_9220	N	21	10	0	0	9	2	5	40	15	15	18	0
Fvb7:16228878-16229170	User_locus_9221	N	25	41	13	9	4	29	11	75	58	108	91	69
Fvb7:16280384-16280777	User_locus_9222	N	65	41	34	12	2	94	47	220	69	90	123	13
Fvb7:16280783-16281191	User_locus_9223	N	47	31	48	4	22	45	4	30	12	67	79	24
Fvb7:16331617-16332038	User_locus_9224	N	2	3	0	2	3	4	8	8	14	8	2	2
Fvb7:16332039-16332428	User_locus_9225	N	14	0	12	13	1	3	9	53	98	49	12	13
Fvb7:16332429-16332848	User_locus_9226	N	18	20	6	8	3	19	20	60	111	59	15	8
Fvb7:16361819-16362277	User_locus_9227	N	1	0	1	23	14	0	4	9	20	59	0	10
Fvb7:16362288-16362640	User_locus_9228	N	4	1	0	15	1	0	15	62	28	57	61	42
Fvb7:16362651-16363045	User_locus_9229	N	23	6	0	3	1	29	54	148	51	57	13	1
Fvb7:16423373-16423698	User_locus_9230	N	17	18	13	14	0	2	4	59	18	153	16	0
Fvb7:16423699-16423966	User_locus_9231	N	122	202	10	46	14	37	89	106	184	438	80	29
Fvb7:16566638-16566953	User_locus_9232	N	1	4	2	5	0	0	1	2	5	2	0	1
Fvb7:16600993-16601664	User_locus_9233	N	9	3	9	10	4	15	0	47	14	19	55	6
Fvb7:16657653-16658244	User_locus_9234	N	24	12	7	3	4	42	6	23	31	101	32	7
Fvb7:16769288-16769986	User_locus_9235	N	13	6	10	4	0	9	1	17	14	41	27	5
Fvb7:16777059-16777494	User_locus_9236	N	20	1	3	0	0	25	0	8	5	41	10	0
Fvb7:16859372-16859681	User_locus_9237	N	0	0	2	5	0	7	9	24	21	30	2	0
Fvb7:16881109-16881444	User_locus_9238	N	2	1	2	0	0	3	1	8	1	4	9	2
Fvb7:16883063-16883466	User_locus_9239	N	33	28	5	1	0	0	17	33	26	64	67	14
Fvb7:17015818-17016052	User_locus_9240	N	0	3	0	0	1	3	0	0	0	1	3	1
Fvb7:17053150-17053384	User_locus_9241	N	0	0	2	1	2	4	0	3	1	11	14	3
Fvb7:17089780-17090168	User_locus_9242	N	3	0	1	0	1	2	1	15	3	15	20	3
Fvb7:17099401-17099859	User_locus_9243	N	16	7	0	0	0	9	0	33	12	26	25	26
Fvb7:17225264-17225652	User_locus_9244	N	6	5	3	4	9	104	3	74	35	16	15	3
Fvb7:17229166-17229421	User_locus_9245	N	39	78	32	40	1	31	42	126	113	147	90	17
Fvb7:17279448-17280117	User_locus_9246	N	10	4	5	3	1	0	4	13	1	24	18	3
Fvb7:17291590-17292104	User_locus_9247	N	32	22	20	6	29	24	8	70	74	203	132	14
Fvb7:17306467-17306646	User_locus_9248	N	0	1	0	1	0	11	0	10	2	1	2	0
Fvb7:17336514-17337173	User_locus_9249	N	0	0	1	0	0	0	0	1	0	0	1	0
Fvb7:17359166-17359596	User_locus_9250	N	52	19	13	15	21	38	59	179	81	136	43	13
Fvb7:17361333-17361641	User_locus_9251	N	21	28	6	6	26	20	14	88	6	270	18	4
Fvb7:17363039-17363195	User_locus_9252	N	0	2	1	0	6	7	6	94	2	22	0	0
Fvb7:17392791-17393197	User_locus_9253	N	13	58	43	31	5	17	21	91	67	72	53	23
Fvb7:17393204-17393599	User_locus_9254	N	21	8	11	7	3	2	0	15	8	7	2	2
Fvb7:17393603-17394304	User_locus_9255	N	27	25	13	25	8	74	4	65	19	108	45	12
Fvb7:17438343-17438781	User_locus_9256	N	6	7	6	3	0	8	4	25	23	43	24	5
Fvb7:17439454-17440152	User_locus_9257	N	13	4	4	4	1	9	1	18	20	33	18	9
Fvb7:17527553-17527938	User_locus_9258	N	37	22	11	29	14	65	33	241	66	124	107	52
Fvb7:17557637-17558036	User_locus_9259	N	42	20	42	10	21	48	12	159	26	164	117	44
Fvb7:17558643-17559171	User_locus_9260	N	28	2	3	0	0	7	67	49	1	3	0	0
Fvb7:17607384-17607680	User_locus_9261	N	20	4	14	5	0	37	2	92	3	29	5	2
Fvb7:17635304-17635494	User_locus_9262	N	4	11	6	1	0	4	0	5	5	22	0	1
Fvb7:17677076-17677635	User_locus_9263	N	0	0	0	0	0	0	0	0	0	0	0	1
Fvb7:17692577-17692993	User_locus_9264	N	8	0	1	0	0	12	0	14	2	12	0	0
Fvb7:17736774-17737211	User_locus_9265	N	0	2	1	0	3	0	3	0	0	4	0	0
Fvb7:17737716-17738414	User_locus_9266	N	5	1	2	3	1	0	1	4	12	7	4	1
Fvb7:17738710-17739148	User_locus_9267	N	0	0	0	0	2	0	0	0	0	1	1	0
Fvb7:17738995-17739320	User_locus_9268	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb7:17739149-17739614	User_locus_9269	N	0	0	0	1	0	0	0	4	5	13	3	0
Fvb7:17739415-17739788	User_locus_9270	N	1	0	0	0	1	1	1	2	4	8	2	0
Fvb7:17827582-17827954	User_locus_9271	N	4	7	7	2	0	0	1	18	20	19	19	4
Fvb7:17828309-17829002	User_locus_9272	N	5	15	3	7	6	70	10	75	35	82	74	18
Fvb7:17829064-17829395	User_locus_9273	N	0	0	3	0	0	0	0	10	0	1	0	0
Fvb7:17831787-17832191	User_locus_9274	N	34	17	9	10	1	16	1	25	28	49	54	4
Fvb7:17840016-17840714	User_locus_9275	N	1	0	1	0	0	0	0	1	1	0	2	0
Fvb7:17841859-17842333	User_locus_9276	N	87	83	83	106	41	60	9	97	67	399	147	37
Fvb7:17848548-17848952	User_locus_9277	N	44	34	51	23	1	10	30	48	16	47	39	5
Fvb7:17888761-17888946	User_locus_9278	N	57	32	28	21	20	66	36	161	125	147	172	36
Fvb7:17949666-17950144	User_locus_9279	N	68	41	30	32	2	66	18	103	61	176	113	22
Fvb7:17951861-17952115	User_locus_9280	N	11	15	13	6	8	33	7	46	21	32	12	13
Fvb7:17958484-17958998	User_locus_9281	N	3	1	0	1	0	1	2	1	2	2	4	1
Fvb7:18014781-18015130	User_locus_9282	N	128	80	64	44	53	123	65	428	467	1250	1294	249
Fvb7:18017582-18017945	User_locus_9283	N	58	23	28	22	27	136	1	112	24	134	161	38
Fvb7:18050683-18051317	User_locus_9284	N	0	0	0	0	0	0	0	0	0	0	0	1
Fvb7:18063799-18063908	User_locus_9285	N	0	0	0	0	0	2	0	0	0	0	0	0
Fvb7:18101661-18101952	User_locus_9286	N	118	100	59	39	28	178	47	196	134	380	261	49
Fvb7:18135903-18136322	User_locus_9287	N	51	55	42	16	21	105	34	177	139	208	70	32
Fvb7:18208094-18208275	User_locus_9288	N	19	7	2	9	0	29	7	36	25	76	50	23
Fvb7:18221023-18221720	User_locus_9289	N	8	14	0	3	0	6	0	47	40	74	41	1
Fvb7:18226162-18226568	User_locus_9290	N	4	3	12	9	4	4	2	29	13	38	21	13
Fvb7:18235532-18235935	User_locus_9291	N	77	73	68	47	29	129	136	379	344	542	316	94
Fvb7:18303693-18304391	User_locus_9292	N	3	3	2	1	5	3	0	3	4	6	7	3
Fvb7:18338408-18338872	User_locus_9293	N	0	3	1	0	0	12	24	4	19	39	45	0
Fvb7:18339702-18340400	User_locus_9294	N	79	53	47	33	6	61	21	122	174	182	130	43
Fvb7:18347632-18348330	User_locus_9295	N	38	0	15	12	2	102	7	83	0	121	99	14
Fvb7:18401678-18402122	User_locus_9296	N	1	0	0	1	0	0	0	0	2	0	0	0
Fvb7:18402149-18402500	User_locus_9297	N	12	0	12	11	0	1	0	5	14	35	59	9
Fvb7:18402521-18402919	User_locus_9298	N	6	10	3	5	0	12	1	8	15	17	27	3
Fvb7:18402940-18403327	User_locus_9299	N	3	3	0	0	4	2	0	0	2	3	5	1
Fvb7:18420560-18420971	User_locus_9300	N	25	13	12	6	18	31	0	42	24	52	74	16
Fvb7:18424433-18424763	User_locus_9301	N	7	10	6	1	4	21	1	9	2	13	30	5
Fvb7:18536341-18536529	User_locus_9302	N	1	0	0	0	0	0	0	1	2	0	0	1
Fvb7:18537495-18537832	User_locus_9303	N	25	1	15	7	3	25	8	22	12	39	20	11
Fvb7:18557928-18558423	User_locus_9304	N	40	23	24	16	1	19	5	6	6	13	8	4
Fvb7:18700537-18701172	User_locus_9305	N	151	105	60	33	7	69	4	114	94	194	46	18
Fvb7:18703115-18703530	User_locus_9306	N	136	135	123	70	33	168	57	437	256	352	266	57
Fvb7:18705648-18706342	User_locus_9307	N	3	1	5	3	1	19	1	6	5	10	6	5
Fvb7:18844332-18844810	User_locus_9308	N	2	0	4	1	9	7	0	11	1	3	10	3
Fvb7:19062711-19063138	User_locus_9309	N	0	0	0	0	0	0	2	0	0	0	0	0
Fvb7:19069548-19069805	User_locus_9310	N	0	2	2	0	3	6	0	1	0	0	5	0
Fvb7:19125748-19126249	User_locus_9311	N	142	148	92	54	42	127	40	179	226	522	226	61
Fvb7:19126420-19126723	User_locus_9312	N	16	8	11	0	1	8	0	7	3	19	6	5
Fvb7:19132183-19132362	User_locus_9313	N	4	2	0	2	0	3	2	12	4	1	4	0
Fvb7:19133777-19133950	User_locus_9314	N	7	6	1	3	4	10	2	17	5	14	12	3
Fvb7:19146884-19147247	User_locus_9315	N	44	35	32	8	0	22	0	23	3	59	31	2
Fvb7:19165793-19166341	User_locus_9316	N	2	4	13	4	14	42	6	6	1	31	12	4
Fvb7:19186433-19186880	User_locus_9317	N	8	10	7	7	3	22	15	73	90	91	45	23
Fvb7:19187959-19188398	User_locus_9318	N	27	18	7	21	7	0	0	16	8	23	12	2
Fvb7:19188417-19189118	User_locus_9319	N	23	23	27	15	0	36	23	66	145	68	51	23
Fvb7:19189430-19189854	User_locus_9320	N	43	46	25	18	9	24	14	47	24	86	63	15
Fvb7:19232164-19232806	User_locus_9321	N	41	34	27	14	10	19	15	89	84	128	71	22
Fvb7:19275119-19275817	User_locus_9322	N	3	3	4	2	2	9	0	28	31	49	17	6
Fvb7:19292625-19293007	User_locus_9323	N	27	37	34	25	5	39	16	75	47	164	78	49
Fvb7:19293015-19293359	User_locus_9324	N	83	52	56	29	114	223	201	370	370	484	252	79
Fvb7:19297573-19297961	User_locus_9325	N	1	1	0	0	0	0	1	7	1	8	4	1
Fvb7:19305139-19305584	User_locus_9326	N	7	2	2	1	0	11	1	9	2	11	3	4
Fvb7:19318814-19319393	User_locus_9327	N	15	27	21	6	3	17	4	51	41	77	34	6
Fvb7:19333309-19333780	User_locus_9328	N	7	2	4	16	0	1	1	11	8	43	27	0
Fvb7:19333806-19334132	User_locus_9329	N	8	7	2	0	0	9	0	55	22	34	21	1
Fvb7:19354119-19354506	User_locus_9330	N	17	15	28	34	4	22	2	26	37	64	47	14
Fvb7:19372576-19372973	User_locus_9331	N	13	15	30	11	9	92	16	48	30	48	12	21
Fvb7:19372974-19373198	User_locus_9332	N	0	2	0	0	2	0	0	6	5	2	2	1
Fvb7:19453376-19453684	User_locus_9333	N	50	29	24	22	32	64	61	234	184	177	82	43
Fvb7:19471920-19472320	User_locus_9334	N	26	15	22	42	50	45	4	31	44	81	99	12
Fvb7:19472341-19472705	User_locus_9335	N	37	22	33	11	10	55	2	25	27	170	102	7
Fvb7:19476157-19476601	User_locus_9336	N	7	11	8	1	0	16	1	9	8	35	32	14
Fvb7:19476608-19476958	User_locus_9337	N	2	5	7	0	0	15	18	43	48	45	18	13
Fvb7:19567486-19567813	User_locus_9338	N	0	0	2	2	0	0	0	1	6	5	10	3
Fvb7:19569290-19569932	User_locus_9339	N	11	2	4	1	2	15	0	10	15	21	11	1
Fvb7:19631313-19631751	User_locus_9340	N	24	18	6	8	3	26	0	24	6	13	22	12
Fvb7:19680688-19681074	User_locus_9341	N	171	95	179	81	22	82	18	144	71	136	84	9
Fvb7:19698718-19699415	User_locus_9342	N	26	17	20	7	1	17	1	23	6	109	84	13
Fvb7:19840396-19841093	User_locus_9343	N	19	30	20	10	1	23	9	110	86	137	86	41
Fvb7:19858947-19859645	User_locus_9344	N	9	2	4	10	5	1	10	18	18	23	6	4
Fvb7:20065315-20066011	User_locus_9345	N	12	8	13	10	2	13	5	27	10	50	48	21
Fvb7:20067029-20067726	User_locus_9346	N	17	17	25	22	5	31	10	58	48	63	57	21
Fvb7:20104067-20104482	User_locus_9347	N	129	80	64	43	18	37	18	76	184	245	155	15
Fvb7:20111766-20112140	User_locus_9348	N	40	0	0	1	0	44	5	6	23	105	40	13
Fvb7:20116445-20116908	User_locus_9349	N	19	1	2	9	1	2	0	18	5	23	0	2
Fvb7:20146704-20146859	User_locus_9350	N	0	0	0	0	0	0	0	2	0	20	4	0
Fvb7:20152822-20153254	User_locus_9351	N	4	1	4	1	1	0	0	0	0	0	2	0
Fvb7:20170120-20170320	User_locus_9352	N	2	0	1	1	0	0	1	6	1	1	2	0
Fvb7:20222847-20223345	User_locus_9353	N	73	44	14	18	8	111	8	53	30	144	101	26
Fvb7:20223383-20223714	User_locus_9354	N	146	38	14	3	4	6	3	26	54	168	166	36
Fvb7:20416640-20417053	User_locus_9355	N	10	5	5	0	2	19	3	40	25	31	33	24
Fvb7:20650222-20650661	User_locus_9356	N	54	39	25	8	6	27	24	63	27	106	55	17
Fvb7:20811574-20811963	User_locus_9357	N	28	5	1	5	4	22	0	22	6	48	10	1
Fvb7:20870580-20871278	User_locus_9358	N	309	251	185	160	210	674	326	1666	1303	2258	1573	988
Fvb7:20894169-20894666	User_locus_9359	N	1	50	3	2	3	0	6	7	25	45	98	0
Fvb7:21010000-21010502	User_locus_9360	N	29	21	7	9	6	33	3	13	82	143	10	5
Fvb7:21011854-21012256	User_locus_9361	N	73	49	27	24	10	65	0	27	24	133	94	9
